"id","estimate_id","pass","description","price"
23632,16716,,"Labor 90.00",0.00
23633,16711,,"Install fuel filter",30.00
23634,16717,,"Install mirror",60.00
23635,16718,0,,0.00
23636,16719,,"Mount and balance three tires",36.00
23637,16719,,"Tire repair",10.00
23638,16719,,"Disposal",6.00
23639,16720,,"Scan computer and install filler tube",120.00
23640,16720,,"Install fuel tank sensor",120.00
23641,16721,,"Remove gas tank and replace fuel lines",180.00
23642,16722,,"Install oil pressure switch",60.00
23643,11500,,,
23644,16723,,"Install lower ball joints",120.00
23645,16724,,"Repair vacuum leaks",20.00
23646,16725,,"Scan computer and install hose",60.00
23647,16725,,"Install own four shocks",80.00
23648,16725,,"Repair cruise control",0.00
23649,16726,,"Install a/c condenser",150.00
23650,16727,0,,0.00
23651,15466,,,
23652,16728,,"Install spark plugs",96.00
23653,16729,,"Install rear brake pads",60.00
23654,13981,,,
23655,13981,,,
23656,16730,,"Rotate tires",12.00
23657,16731,,"Install right front hub assembly and rotor",60.00
23658,16732,,"Install one plug and coil",30.00
23659,16733,,"Charge a/c",40.00
23660,16734,,"Drill broken bolt out of driver side seat and replace bolt",60.00
23661,16335,,,
23662,16340,,,
23663,16341,,,
23664,16361,,,
23665,16361,,,
23666,16363,0,,0.00
23667,16365,,,
23668,16378,,,
23669,16735,,"Charge a/c",40.00
23670,16736,,"Charge a/c",40.00
23671,16401,0,,
23672,16401,0,,0.00
23673,16402,,,
23674,16407,,,
23675,16409,0,,0.00
23676,16303,,,
23677,16340,,,
23678,16341,,,
23679,16302,,,
23680,1506694177,,,
23681,16287,,,
23682,16299,,,
23683,16348,,,
23684,16356,,,
23685,16367,,,
23686,16398,,,
23687,16402,,,
23688,16417,,,
23689,16737,0,,0.00
23690,16738,0,,0.00
23691,16739,,"Install blower motor resistor",60.00
23692,16739,,"Clean throttle body",0.00
23693,16740,,"Mount and balance one tire and disposal",14.00
23694,16741,,"Install plugs and connectors",120.00
23695,16735,,"Labor on tune up",110.00
23696,16742,,"Tow and replace fuse",40.00
23697,16743,,"Install rear brake pads",60.00
23698,16744,,"Install own front brake pads",60.00
23699,16745,,"Install rear brake pads",60.00
23700,16746,,"Install alternator",90.00
23701,16747,,"Charge a/c",30.00
23702,16748,,"Charge a/c",30.00
23703,16749,0,,0.00
23704,16750,0,,0.00
23705,16751,,"Install belt",30.00
23706,16752,,"Install water pump",144.00
23707,16753,,"Install sway bar end links",60.00
23708,11119,,,
23709,3929,,,
23710,16754,,"Install egr pressure sensor",60.00
23711,16754,,"Install upper intake plenum gaskets",120.00
23712,16755,,"Install plugs, wires, cap and rotor",72.00
23713,16756,,"Change own oil and grease",16.00
23714,16756,,"Install own lower ball joints",90.00
23715,16757,0,,0.00
23716,16758,,"Install master cylinder",90.00
23717,16759,,"Install alternator",60.00
23718,14857,,,
23719,16760,,"Install resistor",60.00
23720,16761,,"Install upper intake and fuel injector",120.00
23721,16761,,"Install radiator fan motor assembly",60.00
23722,16761,,,
23723,16762,,"Rotate tires",12.00
23724,16762,,"Tire repair",10.00
23725,16762,,"Install coil",60.00
23726,14837,,,
23727,16763,0,,0.00
23728,16764,,"Install tie rod end",60.00
23729,16764,,"Resurface two front rotors",30.00
23730,16764,,,
23731,16765,,"Mount and balance two tires",24.00
23732,16765,,"Illinois state tire fee and disposal",9.00
23733,16765,,,
23734,16766,,"Install three belts",90.00
23735,16767,,"Install module",90.00
23736,16768,,"Install key and tumbler",90.00
23737,16769,,"Scan computer and install egr valve",60.00
23738,16770,0,,0.00
23739,16771,,"Install water outlet housing",120.00
23740,16772,0,,0.00
23741,16773,,"Install blower motor",42.00
23742,16774,,"Clean throttle body",20.00
23743,16774,,"Install spark plugs",102.00
23744,16774,,"Install sway bar bushings",36.00
23745,16680,,,
23746,16775,0,,0.00
23747,16776,,"Scan computer and install evap vent solenoid",90.00
23748,16777,,"Install radiator",138.00
23749,16778,,"Install rear brake pads and rotors",90.00
23750,16778,,"Install fuel filter",30.00
23751,16186,,,
23752,16779,,"Change own oil",5.00
23753,16780,0,,0.00
23754,16781,,"Towing from Granite to Belleville",95.00
23755,16781,,"Towing from Granite to Chucks",30.00
23756,16782,,"Install lower ball joint",90.00
23757,16783,,"Install timing belt, water pump",162.00
23758,16783,,,
23759,16784,0,,0.00
23760,16785,0,,0.00
23761,16786,,"Install own fuel filter",20.00
23762,16786,,,
23763,16786,,,
23764,16787,,"Repair power steering hose and add fluid",25.00
23765,16787,,,
23766,16788,,"Mount and balance one tire - right front",12.00
23767,16788,,"Tire fee and disposal",4.50
23768,10996,,,
23769,16789,,"Install front brake pads and rotors",90.00
23770,16790,0,,0.00
23771,16791,,"Install own front brake pads and rotors",90.00
23772,16791,,"Install own wheel bearing",90.00
23773,16792,,"Install own axle",0.00
23774,16793,,"Install own right front axle",90.00
23775,16793,,,
23776,16794,,"Install starter",90.00
23777,16795,,"Rear view mirror",10.00
23778,16796,,"repair rear window latch",30.00
23779,14522,,,
23780,15293,,,
23781,16797,0,,0.00
23782,16798,,"Install wiper motor",66.00
23783,16799,,"Tire repair",10.00
23784,16800,,"Install fuel pump",120.00
23785,16801,0,,0.00
23786,16802,,"Mount and balance two tires",24.00
23787,16802,,"Illinois state tire fee and disposal",9.00
23788,16802,,"Install own water pump",90.00
23789,16802,,"Install own tensioner pulley",30.00
23790,16802,,"Install own clutch bearing",60.00
23791,16803,,"Scan computer, clean throttle body and reset computer",42.00
23792,16803,,"Towing",30.00
23793,16803,,"Install blower motor resistor and repair wiring",60.00
23794,13425,,,
23795,16804,0,,0.00
23796,16805,,"Scan computer, install mass air flow sensor",90.00
23797,16806,0,,0.00
23798,16806,0,,0.00
23799,16807,,"Scan computer and install sensor",90.00
23800,16808,,"Install rear wheel cylinders and rear brake shoes",90.00
23801,16809,,"Scan computer and install pvc valve and hose",42.00
23802,16810,0,,0.00
23803,16094,,,
23804,16811,0,,0.00
23805,16812,0,,0.00
23806,16813,,"Install ujoints",90.00
23807,16813,,"Scan computer, install  hose",60.00
23808,16814,0,,0.00
23809,16812,,"Scan computer and install egr pressure sensor",60.00
23810,16815,,"Install clutch, flywheel, transmission     600.00",400.00
23811,16816,,"Install own a/c compressor",180.00
23812,13584,,,
23813,15936,,,
23814,16817,0,,0.00
23815,16818,,"Rotate tires",12.00
23816,16769,,,
23817,11383,,,
23818,11383,,,
23819,16819,1,"Rotate Tires",12.00
23820,16820,1,"Install Rear Brake Pads and 2 Rear Rotors",72.00
23821,16820,1,"Rotate Tires",0.00
23822,16821,,"Install water pump",120.00
23823,16822,0,,0.00
23824,16823,,"Install radiator and thermostat",180.00
23825,16824,,"Mount and balance one tire",12.00
23826,16824,,"Tire fee and disposal",4.50
23827,16824,,"Tire repair",10.00
23828,16825,,"Install rear brake pads and rotors",72.00
23829,16826,,"Mount and balance one tire",12.00
23830,16826,,"Disposal",2.00
23831,16827,,"Installl water pump",120.00
23832,16828,0,,0.00
23833,16829,,"Install own plugs and wires",90.00
23834,16829,,,
23835,16830,0,,0.00
23836,16831,0,,0.00
23837,16832,,"Install front sway bar end links",60.00
23838,16832,,"Install steering stabilizer",36.00
23839,16833,,"Install idle air control",30.00
23840,16834,,"Cleaned brakes",0.00
23841,16828,,"Install own transmission",600.00
23842,16835,0,,0.00
23843,13992,,,
23844,7495,,,
23845,5666,,,
23846,16836,0,,0.00
23847,16837,0,,0.00
23848,16838,0,,0.00
23849,16839,,"Labor on brake booster and master cylinder",150.00
23850,16839,,"Install belt",30.00
23851,1937,,,
23852,12080,,,
23853,16841,,"Labor on air conditioner",300.00
23854,16841,,"Labor on water pump",240.00
23855,13992,,,
23856,12080,,,
23857,16836,,"Install two belts",42.00
23858,16842,0,,0.00
23859,16836,,"Install front brake pads",60.00
23860,13595,,,
23861,16843,0,,0.00
23862,16844,,"Install own engine",630.00
23863,16243,,,
23864,16844,,"Change transmission fluid",30.00
23865,16844,,,
23866,16149,,,
23867,16845,0,,0.00
23868,16846,,"Install water pump",240.00
23869,16846,,"Install blower switch",36.00
23870,16847,,"Install right lower control arm",90.00
23871,16848,,"Install own rear brake pads, left rear caliper and hardware kit  60.00",0.00
23872,16849,,"Pressure test cooling system and install bypass hose",20.00
23873,16848,,,
23874,16850,0,,0.00
23875,16851,,"Change own oil",16.00
23876,16852,0,,0.00
23877,16853,,"Install brake lines",90.00
23878,16854,,"Install track bar and stabilizer cylinder",90.00
23879,16855,0,,0.00
23880,16856,,"Repair wiring to air conditioner   90.00",0.00
23881,16857,,"Scan computer, install thermostat, gasket, and rear oxygen sensor",150.00
23882,16857,,,
23883,16858,,"Check electrical system and install relay",120.00
23884,16859,0,,0.00
23885,16860,0,,0.00
23886,16861,,"Repair vacuum hoses and leaks",30.00
23887,16861,,"Bleed brakes",30.00
23888,13605,,,
23889,16862,,"Install engine mount and engine torque strut",90.00
23890,16863,0,,0.00
23891,16864,0,,0.00
23892,16866,,"Check brake lights and replace two bulbs",15.00
23893,16867,,"Install rear brake shoes",60.00
23894,16865,,"Install front brake pads and rotors",120.00
23895,16868,,"Labor on exhaust",50.00
23896,16869,0,,0.00
23897,16870,0,,0.00
23898,15523,,,
23899,16871,,"Install alternator   90.00",0.00
23900,16872,,"Install front and rear struts",240.00
23901,16872,,"Rotate tires",0.00
23902,16875,,"Install cooling fan resistor and connector",120.00
23903,16876,,"Install radiator fan relay",90.00
23904,5750,,,
23905,16877,,,
23906,16877,,"remove door panel on driver side rear, put window back up",30.00
23907,16878,,"grease",6.00
23908,16879,0,,0.00
23909,16880,,"repair wiring to the radio",60.00
23910,16881,,"smoke test evap leak, scan computer and test for emissions",60.00
23911,16882,,"Install own parking cables",0.00
23912,16882,,"Install own front shocks",60.00
23913,16883,,"Mount and balance two tires",24.00
23914,16883,,"Illinois state fee and disposal",9.00
23915,16883,,,
23916,16883,,,
23917,16884,,"Towing",30.00
23918,16884,,"Install distributor",60.00
23919,16885,0,,0.00
23920,16886,,"Repair steering column and shifter",120.00
23921,16887,,"Towing",30.00
23922,16888,,"Remove passenger side door panel and put window back up",30.00
23923,16889,,"Install own serpentine belt and two pulleys",60.00
23924,16889,,"Mount and balance one tire and dispose of one tire",14.00
23925,16890,,"Brake light",5.00
23926,16891,,"Install own alternator",60.00
23927,16891,,"Install own spark plugs and #6 ignition coil",90.00
23928,16666,,,
23929,16677,,,
23930,16678,,,
23931,16715,,,
23932,16715,,,
23933,16734,,,
23934,16742,,,
23935,16787,,,
23936,16793,,,
23937,16792,,,
23938,16892,,"rotate tires",12.00
23939,16892,,,
23940,16893,,"Install sway bar end links",60.00
23941,16894,,,
23942,16894,,"grease",6.00
23943,16895,,"Install sensor",20.00
23944,15570,,,
23945,16896,,"Install motor mounts",138.00
23946,16896,,"Install center link",60.00
23947,16896,,"Instal right front wheel bearing",90.00
23948,16897,0,,0.00
23949,16898,0,,0.00
23950,16899,,"Scan computer and install throttle position sensor",90.00
23951,16900,0,,0.00
23952,16901,,"Install fuel filter",30.00
23953,161,,,
23954,16902,0,,0.00
23955,16903,,"TOWING - From Richland Auto in Swansea - car involved in accident 200.00",0.00
23956,16904,0,,0.00
23957,16905,,"towing",35.00
23958,16905,,"Scan computer and install ignition coil",90.00
23959,16906,,"Install switch",30.00
23960,16907,,"Paid on account - 100.00",0.00
23961,16908,,"Install water pump",90.00
23962,16909,0,,0.00
23963,16909,0,,0.00
23964,16910,,"Repair wiring to the driver side window motor",90.00
23965,3527,,,
23966,16911,,"Towing",35.00
23967,16911,,"Install own axles",90.00
23968,16912,,,0.00
23969,12517,,,
23970,16896,,,
23971,16688,,,
23972,16341,,,
23973,16913,0,,0.00
23974,16914,,"Rotate tires",12.00
23975,16915,,"Towing",35.00
23976,16915,,"Install fuel pump",120.00
23977,12468,,,
23978,16916,,"Install speed sensors and egr sensor",120.00
23979,16917,,"Install rear brake pads and rotors",90.00
23980,16917,,"Rotate tires",0.00
23981,16918,,"Replace vacuum lines to a/c",60.00
23982,3527,,,
23983,16919,0,,0.00
23984,16920,0,,0.00
23985,16921,,"Scan computer and install sensor",90.00
23986,16922,,"Install brake lines",120.00
23987,16922,,"NOTE:  Front pads and rotors need to be replaced soon",
23988,16923,,"Install radiator",138.00
23989,16924,,"Install fuel pump sender",120.00
23990,16925,,"Towing",175.00
23991,16926,,"Grease",6.00
23992,16927,,"Install transmission filter kit",30.00
23993,16927,,,
23994,16927,,"Install front calipers",120.00
23995,16928,,"Repair passenger front tire",10.00
23996,16929,,"Install rear struts and rear springs",180.00
23997,14684,,,
23998,16931,,"Grease",6.00
23999,16932,,"Scan computer and install sensor",120.00
24000,16298,,,
24001,16302,,,
24002,16322,,,
24003,16341,,,
24004,16677,,,
24005,16688,,,
24006,16882,,,
24007,16907,,,
24008,16871,,,
24009,16933,,"Install front brake pads and rotors",90.00
24010,16934,,"Transmission fluiid",119.95
24011,16935,,"Labor on ball joints  168.00",72.00
24012,16936,0,,0.00
24013,16936,,"Right front tire repair",10.00
24014,15261,,,
24015,16937,0,,0.00
24016,36,,,
24017,16938,,"Passenger side rear tire repair",10.00
24018,16939,,"Scan computer, repair vacuum leaks, test for emissions",120.00
24019,16940,,"Install own passenger side strut",90.00
24020,16941,0,,0.00
24021,16941,0,,0.00
24022,16942,0,,0.00
24023,16943,,"Install sway bar end links",60.00
24024,16943,,"Scan computer, labor on vacuum hoses",120.00
24025,16944,,"Install right front hub assembly",66.00
24026,16944,,"Install rear struts",150.00
24027,16944,,,
24028,16945,,"Rotate tires",12.00
24029,16945,,,
24030,16946,,"Install exhaust manifold",90.00
24031,16947,,"Cel - diagnostics - Evap leak Code #440 and 442",30.00
24032,16948,0,,0.00
24033,16949,0,,0.00
24034,16949,0,"Mount and balance two tires",24.00
24035,16951,,"Grease",6.00
24036,16951,,"Labor on wipers",30.00
24037,16952,,"Install own fuel pump",120.00
24038,16953,,"Install relay",30.00
24039,16328,,,
24040,16954,,"Install master cylinder",90.00
24041,16955,,"Install brake lines",120.00
24042,16956,0,,0.00
24043,16957,0,,0.00
24044,16960,,"Replace bushing on transmission shift linkage",90.00
24045,16961,,"Install stoplight switch and stop light bulb",40.00
24046,16962,,"Replace muffler bracket",30.00
24047,16956,,"Install front brake pads and rotors",90.00
24048,16963,,"Scan computer and install egr valve",60.00
24049,16964,,"Install starter",60.00
24050,16965,,"Labor on rear axle, caliper, rotor and knee assembly    300.00",300.00
24051,16965,,,
24052,16965,,,
24053,16966,,"Install headlight switch",90.00
24054,16967,,"Grease",6.00
24055,16968,,"Towing",30.00
24056,16968,,"Check electrical system, install own battery cable ends",20.00
24057,16969,,"Towing   30",0.00
24058,16969,,"Install own battery and battery cable ends   20.00",0.00
24059,16969,,,
24060,16970,,"Labor on brakes",90.00
24061,16971,,"Install two belts",60.00
24062,16972,,"Disconnect rear heater pipes from heater assembly",120.00
24063,16973,,"Replace front brakes - under warranty",0.00
24064,16974,,"Install own blend door actuator for heater     300.00",0.00
24065,16973,,"Install bulb",10.00
24066,13257,,,
24067,13178,,,
24068,16975,,"Rotate tires",12.00
24069,16975,,"Flush and refill radiator",50.00
24070,16976,,"Install front brake pads 60",0.00
24071,16977,1,"Remove Broken Crankshaft Dampener and replace own original dampener",240.00
24072,16977,,,
24073,16978,,"Install outer tie rod",60.00
24074,16979,,"Scan computer and install evap vent solenoid",120.00
24075,16980,,"Scan computer and install thermostat and seal",90.00
24076,16949,,"Dispose of five tirres",10.00
24077,12259,,,
24078,16981,,"Install rear brake pads",60.00
24079,16303,,,
24080,16340,,,
24081,16341,,,
24082,16770,,,
24083,16907,,,
24084,16896,,,
24085,16882,,,
24086,16981,,"Install driver side window motor",60.00
24087,16982,,"Install waterpump",120.00
24088,16983,,"Towing",35.00
24089,16983,,"Install fuel pump",120.00
24090,16984,,"Scan computer and clean idle air control",30.00
24091,16985,0,,0.00
24092,16986,,"Repair wiring to trailer",30.00
24093,16987,,"Install front brake calipers, brake hoses and pads",120.00
24094,16988,,"Install steering gear  150.00",75.00
24095,16988,,"Install springs and shocks   120.00",60.00
24096,15705,,,
24097,16989,,"Rotate tires",0.00
24098,16990,0,,0.00
24099,16991,,,
24100,16991,,"Labor on tune up    90.00",0.00
24101,16992,,"Install window regulator",90.00
24102,16993,,"Install blend door actuator",90.00
24103,16994,,"Install window motor with regulator",90.00
24104,16995,,"Install own window switch",30.00
24105,16996,,"Replace battery cable ends",20.00
24106,16997,,"Install front brake pads and rotors",90.00
24107,13986,,,
24108,16998,0,"0",0.00
24109,16999,,"Install own rear axle bearings and brake pads 

Mileage - 222,748",132.00
24110,16999,,,
24111,17000,,"Install own upper ball joints",90.00
24112,17000,,"Mileage - 192,680",
24113,15786,,,
24114,17001,,"Install front brake pads and rotors",90.00
24115,17002,0,,0.00
24116,17003,,"Install heater control valve",36.00
24117,17003,,,
24118,17004,,"Mount and balance two tires",24.00
24119,17004,,"Illinois state user fee and disposal",9.00
24120,17005,0,,0.00
24121,17006,,"Paid to Jerry Leibold $300.00 for 92 GMC Sonoma",0.00
24122,17007,0,,0.00
24123,17008,,"Invoice #16797",0.00
24124,17008,1,"Invoice #16931",0.00
24125,17009,,"Invoice #16314",0.00
24126,17009,,"Invoice #16811",0.00
24127,17009,,"Invoice #16870",0.00
24128,17010,,"Invoice #162989",0.00
24129,17010,,"Invoice #16322",0.00
24130,17010,,"Invoice #16402",0.00
24131,17010,,"Invoice #16677",0.00
24132,17010,,"Invoice #16688",0.00
24133,17010,,"Invoice #16756",0.00
24134,17010,,"Invoice #16697",0.00
24135,17010,,"Invoice #16851",0.00
24136,17010,,"Invoice #16896",0.00
24137,17010,,,
24138,16840,0,,0.00
24139,17011,0,,0.00
24140,16012,,,
24141,16848,,,
24142,16851,,,
24143,16871,,,
24144,16896,,,
24145,16930,0,,0.00
24146,16950,0,,0.00
24147,16952,,,
24148,16896,,,
24149,16815,,,
24150,16903,,,
24151,16856,,,
24152,16828,,,
24153,16935,,,
24154,17012,,"Install front brake pads",60.00
24155,17012,,"Install rear brake pads and rotors",90.00
24156,17012,,,
24157,17013,,"Install used transmission   600.00",400.00
24158,17014,,"Towing",35.00
24159,17014,,"Remove and install tank",150.00
24160,17015,,"Install battery",0.00
24161,17006,,,
24162,17008,,,
24163,17009,,,
24164,17010,,,
24165,17012,,,
24166,16981,,,
24167,17016,,"Install fuel filter",20.00
24168,17016,,"Install rear brake pads",60.00
24169,17017,,"Scan computer and install cam position sensor",120.00
24170,17018,,"Install two belts",42.00
24171,17019,,"Install front brake pads and rotors",90.00
24172,17020,,"Install intake",300.00
24173,17021,,"Road service and tire repair",30.00
24174,17022,,"Replace and install two brake light bulbs",20.00
24175,17023,,"Scan computer, install Bank 1 Sensor, test for emissions",150.00
24176,17024,0,,0.00
24177,17025,0,,0.00
24178,17027,,"Install air door actuator",102.00
24179,17028,,"Towing",55.00
24180,17028,,"Install flywheel",330.00
24181,13663,,,
24182,14013,,,
24183,17029,,"Install front brake pads and rotors",90.00
24184,17030,,"Rotate tires",12.00
24185,17031,,"Install rear axle seals",150.00
24186,17032,,"Labor on heater hose",20.00
24187,17033,,"Install own front and rear brake pads",120.00
24188,17034,0,,
24189,17034,0,,
24190,17034,,,0.00
24191,17036,,"Labor on door locks",60.00
24192,17037,,"10/12/10 - tire repair",10.00
24193,17037,,"10/5/10 - Tire repair",10.00
24194,17037,,"10/14/10 - reseal and install new stem",10.00
24195,17037,,"10/15/10 - Tire repair",10.00
24196,17038,,"Install fuel filter",20.00
24197,17039,,"Rotate tires",12.00
24198,17040,,"Scan computer, install valve, test for emissions",180.00
24199,17041,,"Rotate tires",12.00
24200,17042,,"Install o2 sensor",30.00
24201,17043,0,,0.00
24202,17044,0,,0.00
24203,17935,,"Install fuel pump",132.00
24204,17935,,"Towing",60.00
24205,17935,,"Customer: Evelyn Elledge 3856 B Street, Granite City, IL 62040
VIN#1FMZU83P0YZC33267
Miles:  127,875
Authorization #: K10-51215-360",
24206,17936,,"0",0.00
24207,17936,,"0",0.00
24208,17937,,"Install own front brake pads and rotors",90.00
24209,17937,,,
24210,17938,,"Install intake manifold gaskets and flush cooling system   250.00",125.00
24211,17938,,,
24212,17938,,,
24213,14726,,,
24214,14726,,,
24215,17939,,"Towing",0.00
24216,17939,,"Repair wiring",0.00
24217,17940,,"Install own water pump",138.00
24218,17941,,"Flush power steering system",75.00
24219,319,,,
24220,17943,,"Labor on sway bar bushings",60.00
24221,17944,,"Install shift cable",60.00
24222,17945,,"Mount and balance four tires",48.00
24223,17945,,"Illinois state tire fee and disposal",18.00
24224,17946,1,"Install Vehicle Speed Sensor and clear codes",60.00
24225,17947,,"Install water pump",90.00
24226,17948,,"Scan computer and install solenoid",120.00
24227,16058,,,
24228,17949,,"Install throttle body",60.00
24229,17950,,"Tire repair",10.00
24230,17951,,"Install cv assembly",60.00
24231,17952,,"Towing",30.00
24232,17952,,"Install cap and rotor, repair wiring to cooling fan",60.00
24233,17953,,"Scan computer, install sensor, test for emissions",120.00
24234,17954,,"Install timing belt    210.00",110.00
24235,17955,,"Install starter",90.00
24236,17956,,"Install intake manifold gasket   210.00",110.00
24237,17956,,,
24238,16117,,,
24239,61522,0,,0.00
24240,61523,0,,0.00
24241,61524,0,,0.00
24242,61525,,"Install front brake pads and rotors",90.00
24243,61525,,"Rotate tires",12.00
24244,61526,,"Rotate tires",12.00
24245,61527,0,,0.00
24246,61528,,"Rotate tires",12.00
24247,61529,0,,0.00
24248,61530,0,,0.00
24249,61531,0,,0.00
24250,61531,,"Rear differential pinion seal is leaking",
24251,61532,,"Install own fuel pump    150.00",0.00
24252,61533,,"Install own distributor   30.00",0.00
24253,61535,0,,0.00
24254,61533,,,
24255,16999,,,
24256,61633,,"Install own rear axle",102.00
24257,16152,,,
24258,61634,0,,0.00
24259,61635,0,,0.00
24260,61636,,"Install spark plugs and wires",60.00
24261,61637,,"Install ujoint",60.00
24262,61637,,"Install valve cover gaskets",60.00
24263,17952,,,
24264,17939,,,
24265,61638,,"Install blower motor module",60.00
24266,16409,,,
24267,16396,,,
24268,16407,,,0.00
24269,16407,,,
24270,16407,,,
24271,16407,,,
24272,16407,,,
24273,16407,,"THIS INVOICE IS AN ESTIMATE",0.00
24274,16407,,"Freight  100.00",0.00
24275,16407,,"Install engine   900.00",0.00
24276,16407,,,
24277,61639,,"Labor on generator  30.00",0.00
24278,61640,0,,0.00
24279,61641,,"Labor on exhaust bracket",20.00
24280,61642,0,,0.00
24281,61642,,"Install muffler bracket",30.00
24282,61643,,"Install pinion seal",100.00
24283,16407,,,
24284,16407,,,
24285,16407,,,
24286,61644,,"Install vacuum solenoid",142.00
24287,16426,,,
24288,61645,,"Install seal",90.00
24289,61646,,"Install own driver side hub assembly",90.00
24290,61646,,"Tire repair",10.00
24291,61647,,"Install own right front hub assembly, rotate and balance tires, tire repair",124.00
24292,61648,,"Diagnostics fee and repair vacuum hose",40.00
24293,61649,,"Two tire repairs",20.00
24294,16407,,,
24295,17936,,,
24296,17935,,,
24297,17936,,,
24298,61648,,,
24299,61650,,"Install thermostat",65.00
24300,61650,,"Flush and refill radiator",50.00
24301,61650,,"Install valve cover gaskets",65.00
24302,61651,,"Mount spring on strut",30.00
24303,17009,,,
24304,17010,,,
24305,17008,,,
24306,16976,,,
24307,61533,,,
24308,61639,,,
24309,14686,,,
24310,61652,,"Install rear wheel cylinders and rear brake shoes",144.00
24311,61652,,"Install front sway bar end links",40.00
24312,61653,,"Install window regulator",90.00
24313,61654,,"Scan computer, install oxygen sensors and replace own mass air flow sensor",120.00
24314,61655,,"Diagnose and install own driver side window switch",60.00
24315,61655,,,
24316,61656,0,,0.00
24317,61657,0,,0.00
24318,61658,0,,0.00
24319,16186,,,
24320,61655,,,
24321,61659,,"Install seals and gaskets    1`80.00",90.00
24322,61660,,,10.00
24323,16779,,,
24324,61661,,"Change own oil",5.00
24325,61662,0,,0.00
24326,61663,0,,0.00
24327,61664,0,,0.00
24328,61665,,"Install tie rod",70.00
24329,61665,,"Balance and rotate tires",25.00
24330,61666,,"Install right front axle",130.00
24331,1259,,,
24332,61668,,"Install own driver side motor",90.00
24333,9328,,,
24334,503,,,
24335,1128,,,
24336,61669,0,,0.00
24337,14511,,,
24338,61670,,"Scan computer and install egr valve",65.00
24339,61670,,"Install plugs and wires",97.50
24340,61671,,"Install alternator",60.00
24341,61672,,"Install upper intake gaskets, bolts and dpfe sensor",195.00
24342,61673,,"Scan computer and install throttle position sensor",97.50
24343,61674,0,,0.00
24344,61675,,"Install rear brake pads and left rear caliper",90.00
24345,61676,,"Install rear shocks",50.00
24346,61675,,"Rotate tires",12.00
24347,16198,,,
24348,61678,,"Scan computer, clean throttle body, reset minimum idle",65.00
24349,61679,,"Passenger side mirror and labor",250.00
24350,61690,,"Install front brake pads and rotors",97.50
24351,61690,,"Install rear brake pads",65.00
24352,61690,,"Passenger side front tire repair",10.00
24353,61690,,,
24354,61690,,,
24355,61690,,,
24356,61690,,,
24357,61690,,"VIN#1FTSE34LOXHA35780     LIC#34664W  Truck #785VZ
Mileage 199,892                        Approval #6398050JU",
24358,61677,,"Rotate tires",12.00
24359,61680,,"Towing",155.00
24360,61680,,"Install a/c compressor",227.00
24361,61681,,"Mount and balance two tires",24.00
24362,61681,,"Illinois state tire fee",9.00
24363,61682,,"Install dimmer switch",30.00
24364,61682,,"Clean a/c drain",0.00
24365,61683,,"Rotate tires",12.00
24366,61684,,"Install freeze plug",100.00
24367,61685,,"Labor on heater",65.00
24368,61686,,"Install outer tie rod end on left side",65.00
24369,61686,,"Install front brake pads and rotors",97.50
24370,16295,,,
24371,61687,0,,0.00
24372,61688,0,,0.00
24373,61689,,"Grease",6.00
24374,61691,,"Change differential fluids and replace bolt on front brake caliper",48.00
24375,16249,,,
24376,61692,0,,0.00
24377,61693,0,,0.00
24378,61691,,,
24379,61694,,"Install blower relay",30.00
24380,61694,,"Rotate tires",12.00
24381,61695,,"Flush transmission",110.00
24382,61695,,"Flush radiator",55.00
24383,61696,,"Install turn indicator switch",182.00
24384,61697,,"Change own oil",16.00
24385,61697,,,
24386,61698,0,,0.00
24387,61700,,"Rotate tires",12.00
24388,61700,,"Install battery",0.00
24389,15823,,,
24390,61701,,"Grease",6.00
24391,61699,0,,0.00
24392,61701,,,
24393,61702,0,,0.00
24394,61703,,"Install blower motor and power module",227.00
24395,61704,0,,0.00
24396,61705,,"Mount and balance one tire",12.00
24397,61705,,"State tire fee and disposal",4.50
24398,16940,,,
24399,61706,,"Flush radiator",55.00
24400,61706,,"Install spark plugs and wires",150.00
24401,61707,,"Install pressure hose",65.00
24402,15019,,,
24403,61708,0,,0.00
24404,61709,,"Install upgraded rear brake pads",0.00
24405,11511,,,
24406,61710,,"Install spark plugs and wires",60.00
24407,61710,,"Flush transmission",110.00
24408,61711,,"Install own left rear strut rod bushings",65.00
24409,61712,,"Invoice #61529",0.00
24410,61712,,"Invoice #61530",0.00
24411,61712,,"Invoice #61645",0.00
24412,61713,,"Install used engine   612.00",0.00
24413,61713,,"THIS IS AN ESTIMATE ONLY",
24414,61713,,,
24415,61713,,,
24416,61714,,"Rotate tires",12.00
24417,61714,,"Repair exhaust",20.00
24418,61715,0,,0.00
24419,61716,,"Install blower motor and resistor",92.50
24420,61716,,"Change own oil",10.00
24421,61717,,"Grease",6.00
24422,61718,,"Towing",35.00
24423,61718,,"Install fuel pump",150.00
24424,61719,0,,0.00
24425,12310,,,
24426,13334,,,
24427,71720,0,,0.00
24428,61721,0,,0.00
24429,61722,,"Mount and balance one tire and disposal",14.00
24430,61722,,,
24431,61722,,"11/10/10 - Mount and balance one tire and disposal",14.00
24432,61723,,"Install hub assembly",0.00
24433,61723,,"Install pitman arm",0.00
24434,61723,,"Install idler arm",0.00
24435,61724,,"Install egr pressure sensor",65.00
24436,61724,,,
